eraser,-2.4399,-4.9490,-0.9982,-2.7329,2.6899,-1.4418,2.2835,0.6631,-1.6349,-1.1806,-0.7025,0.5151,-4.3700,1.2908,-1.1607,1.0675,-2.1569,-1.8398,-0.0114,6.2909,0.7942,-3.6388,3.2730,-5.0425,-1.6312,0.3977,6.9687,-0.4552,-5.5153,-4.2220,4.7748,-8.6315,1.3043,0.8704,2.7345,-0.2488,-2.2533,7.6482,7.3628,-5.6305,0.5421,-0.1775,0.7633,0.4685,-3.0392,-6.6396,0.7594,-5.0338,2.7479,-4.5757
eraser,-2.2906,-3.5797,-0.0545,-3.0317,0.7320,-0.4089,3.9318,0.0443,-3.4637,0.9732,-1.2602,0.0980,-5.9929,1.4411,0.3415,0.9723,-2.7637,-2.0119,-2.7901,6.0583,2.3805,-4.7605,2.2097,-3.8773,-4.4463,-1.1983,7.1467,0.9837,-2.1623,-2.1011,3.9812,-7.2441,1.5639,0.4445,0.5545,1.1239,-1.1003,7.5708,7.8964,-5.5306,2.1775,-1.4179,0.1305,2.4456,-4.3863,-3.7302,0.6235,-7.5015,3.0934,-2.8552
eraser,-3.6913,-4.5502,-0.6775,-4.0773,2.1474,-0.8647,2.3031,1.2569,-3.4109,0.4845,-1.5298,1.1645,-6.1452,2.5197,-0.9765,0.7633,-2.9202,-2.4364,-1.5420,6.1464,0.5771,-4.8185,1.9705,-4.5686,-3.2525,0.2555,8.1559,0.3006,-4.3068,-3.4299,5.5035,-10.5121,1.4775,0.5659,2.9231,0.8549,-1.6841,8.6838,8.6295,-7.2936,1.1775,-1.2872,1.1811,2.1451,-5.1035,-6.4520,0.1009,-7.8889,3.0786,-4.1142
chess_peice,2.8078,6.7070,3.1019,0.2026,0.3254,8.1636,-4.4902,5.9993,0.8837,0.0014,-4.8883,-2.6464,0.3039,3.5696,0.2309,1.6440,-0.4272,4.2449,1.6343,-10.0928,1.1504,0.0931,2.9787,2.8835,2.7313,0.5888,-1.1682,-6.6329,5.3893,5.0719,-9.2918,-1.4483,-0.1706,2.4742,2.2827,3.0585,3.0778,-4.1513,-7.5729,-1.7180,-0.7099,-5.4770,3.1798,1.7157,-2.2118,6.0002,-1.9483,-0.5580,-1.6930,1.0064
chess_peice,0.5450,-1.2052,-0.4925,4.5745,1.8556,4.3109,-4.5986,3.4443,2.5547,-1.7462,-3.2964,1.0437,2.2844,2.8632,2.9605,-2.3629,3.6255,1.9489,2.4605,-4.4145,3.1099,3.2534,1.8828,-1.0403,4.5819,2.6774,-2.4088,-2.0468,-0.9361,1.6275,-4.6637,-0.9203,0.1231,2.0069,4.9329,1.4570,0.2889,-2.9591,-5.8158,1.7646,-0.2131,-1.8502,1.2030,1.1755,4.1462,5.5044,-2.4398,-1.6895,0.3969,-2.0676
chess_peice,0.7675,6.1381,3.8974,-0.3751,0.1545,8.9218,-4.2300,6.8017,1.3480,-0.6351,-2.7768,-2.4481,0.5877,1.8069,-1.1039,1.9168,0.1625,5.4197,1.2802,-9.7036,1.4778,0.1234,3.5271,2.0968,3.4514,0.9273,-2.2652,-5.8869,4.6311,2.3836,-8.5283,1.2764,-1.6913,1.5735,1.6012,3.7993,2.9050,-4.2515,-7.9823,0.0675,-0.6301,-5.1350,1.3626,-0.0686,-1.0314,6.2754,-3.2624,2.4919,-2.0759,1.0985
thule_key,10.5642,1.5798,5.7945,5.8645,-9.6000,6.8279,-4.4179,-2.9307,-2.1793,-1.7007,-6.6514,-16.7667,-9.1041,6.1509,10.9612,3.7607,3.5486,-5.0050,-9.6685,-13.6125,14.1644,-9.8399,-2.0721,11.3778,-1.4323,2.5120,-8.5914,-13.7618,9.7178,13.8074,-18.8016,-0.7053,4.4710,2.5570,-4.5271,3.7252,8.4643,-9.5139,-10.5996,-7.2818,-0.7070,-11.6031,1.2531,6.2544,-7.6123,12.1693,-8.0529,-13.3627,-8.0722,2.1624
thule_key,-2.8979,1.8275,0.7663,3.3436,-6.8898,3.0238,3.7306,-0.0628,0.2363,-1.1141,-2.2240,-10.2602,-5.0792,1.6766,3.2189,1.8780,4.8808,-1.0611,-3.4669,-8.8359,5.2290,-5.8075,-1.8893,8.1631,1.4407,-2.3118,-5.6941,-5.7964,3.1284,6.0133,-11.1613,3.4658,-1.4210,0.8271,-1.4819,2.6830,2.8686,-5.9118,-8.6568,-1.4492,3.2548,-5.7474,1.3565,-7.2653,-5.7266,-4.2010,-4.4195,-1.4607,-5.0501,0.6492
thule_key,-3.8934,2.1618,7.6778,3.3390,-9.6239,10.1054,1.9086,-1.9416,-1.2498,-4.3308,-5.9384,-10.6753,-6.2773,6.3363,3.8302,4.9524,2.6430,-3.4132,-6.9469,-7.4146,9.4206,-7.1192,-3.2090,11.5746,-2.5470,2.5532,-5.7993,-7.4563,6.2598,12.3937,-12.8867,1.7645,-0.1620,-0.2772,-4.2573,4.8523,3.5357,-7.8374,-8.9176,-0.3527,-0.1026,-5.1825,1.0647,-1.4215,-6.5845,2.7502,-7.9583,-3.8222,-4.3947,2.7262
spoon,-2.8888,15.5140,10.2111,-0.4622,-18.4985,16.4360,1.9459,8.9189,-3.7082,-0.9198,-9.5365,-23.9146,-12.8398,3.5339,2.8646,13.3266,4.7615,2.6229,-10.5178,-24.4562,5.7837,-16.7047,-1.0673,20.5488,-5.4631,-3.9299,-9.9748,-17.7824,17.4212,15.6082,-28.1201,2.5363,-0.0638,2.2016,-8.4673,11.1023,11.1859,-16.6490,-20.0272,-9.8292,6.5359,-17.6819,6.2115,-14.4375,-17.1460,-1.7557,-12.5529,-3.6590,-13.6409,3.1918
