spoon,-0.4879,12.6492,12.3581,-2.2389,-16.1028,19.6087,-3.7886,6.8298,-2.1389,-3.2077,-8.1908,-17.7925,-11.1380,6.7975,2.8338,10.9347,-0.3731,1.4773,-9.7815,-20.1783,8.3232,-13.2523,-1.9465,16.4671,-3.9664,1.6771,-8.5524,-17.1605,15.0442,15.3537,-24.0518,0.1902,-1.3601,0.1520,-7.2368,11.5635,10.2158,-14.3378,-15.5804,-8.3384,-0.7308,-15.7701,4.1152,-2.7869,-13.8325,5.8752,-10.2365,-5.0891,-11.3602,5.5726
coin,-2.0635,-2.2335,-0.9105,1.1134,0.4734,-3.8003,4.3817,-5.8723,-1.0035,-2.3059,1.5091,0.8124,1.2365,-1.0957,3.6559,-0.5545,0.3559,-2.9059,-1.2830,7.9162,5.2585,-0.9298,0.2597,-1.4798,1.4622,-2.6834,-0.3356,5.5064,-4.4601,-1.6077,4.2585,3.4559,-0.7027,-1.4002,-0.0630,-1.8365,-2.1751,2.2612,4.8781,3.0487,-0.1327,2.1817,-0.3691,0.6900,1.5251,-0.9856,1.8903,0.6768,3.5321,0.2187
coin,0.5082,-7.6525,-5.5085,2.6590,-1.5131,-8.5866,4.9500,-9.6344,-1.0868,-3.6375,0.1391,1.3482,0.1966,-1.0099,7.9579,-4.1794,2.0322,-7.6003,-4.7221,13.8959,7.8653,0.7230,-3.9125,-0.6769,-3.4010,-1.7495,0.8926,8.5583,-8.9139,-0.6078,11.3114,5.1665,-0.6395,-1.9674,-5.2187,-6.6842,-1.9050,2.8473,10.1235,2.6660,1.8345,2.9613,-4.1137,2.9181,1.1774,-0.2831,8.7170,-2.3489,4.4587,2.7482
coin,-1.4427,-5.2823,-2.8544,1.1839,-0.4653,-6.5614,6.1845,-8.4810,-2.4266,-2.8717,0.7337,1.0903,0.8820,-1.5879,5.6380,-2.6712,0.4403,-4.5724,-2.3042,11.6199,7.1248,-0.8557,-0.9138,-1.8852,0.5400,-2.5543,-0.5357,7.8429,-6.7476,-1.0400,7.4653,4.0478,-1.4859,-1.4623,-2.2564,-3.3199,-2.3263,2.4104,7.7605,3.3133,1.3208,2.9646,-1.1218,2.3243,2.0645,-1.0293,4.3043,-1.2956,4.6772,0.6260
coin,-1.5001,-5.3917,-2.9529,1.2141,-0.4502,-6.5818,6.1686,-8.5017,-2.4389,-2.8604,0.7543,1.0886,0.8955,-1.6145,5.6707,-2.6830,0.4860,-4.6130,-2.3425,11.6676,7.1655,-0.8257,-0.9431,-1.9114,0.5863,-2.5406,-0.5496,7.9023,-6.8603,-1.0987,7.4711,4.0409,-1.4767,-1.4899,-2.2293,-3.3457,-2.3367,2.4644,7.7507,3.3254,1.3598,2.9490,-1.1586,2.2881,2.1027,-1.0467,4.3381,-1.3191,4.6822,0.5810
chess_peice,-3.0954,1.4720,1.3531,-1.1166,0.9243,3.4040,-1.3038,1.6552,0.7929,-0.5580,0.1952,0.7514,1.1430,2.1256,-1.8658,1.0285,-0.6616,1.8566,2.2718,-1.4054,-0.8007,1.2849,0.0693,-0.4856,2.7211,0.7862,0.1037,-0.7559,-0.3227,-0.1670,-1.1908,0.3197,-1.4161,0.4263,3.2854,1.8958,-0.6819,-0.0519,-1.2719,1.2086,-1.0858,-0.0913,0.5049,-0.5187,0.2304,-0.3940,-0.4520,1.9639,1.0732,-0.2643
coin,2.6274,-8.9324,-7.7376,4.6136,-3.3084,-11.9449,7.9496,-11.6226,-2.5175,-1.5494,4.5217,0.3008,0.7087,-2.2866,8.4838,-4.1215,0.6807,-9.2597,-8.1883,12.4744,1.2295,1.4045,-5.2447,5.1729,-5.9755,-2.4716,-1.6183,7.0261,-4.1145,0.9049,11.6350,6.6265,3.2106,-3.7178,-9.1233,-8.9020,-0.5689,-0.1654,11.8347,2.7561,-1.0746,4.4602,-7.7520,-1.1353,1.2789,-2.6557,4.2385,-0.6650,-0.1528,2.3151
eraser,0.9142,-6.1983,-3.2982,2.0660,-0.2598,-3.0682,1.7884,-2.3688,-1.4547,-0.8835,0.3330,0.4256,-1.4121,0.2040,3.7199,-1.9934,1.3484,-3.5685,-2.5983,6.3538,1.5452,-1.5884,-0.3073,-0.5095,-1.1961,-1.2128,1.4115,1.8966,-3.1214,0.3210,4.5553,-0.2916,0.3414,-0.2492,-1.0861,-3.1399,-1.8777,4.0943,5.3139,-0.9566,-0.5353,1.3084,-2.4536,1.3719,-0.1127,-2.5558,3.3834,-2.6195,2.3734,-1.3131
eraser,-0.2341,-5.0915,-0.7470,-1.0248,2.3883,-1.2842,0.3974,0.4987,-1.4726,-0.7307,-0.7440,1.8910,-1.0291,1.8170,-0.6001,-0.7413,-0.4035,-2.1122,-0.0488,4.2202,0.8840,0.6488,0.4943,-2.7176,-0.9190,1.1083,4.5593,-0.0121,-2.9917,-1.4525,3.5221,-4.7010,0.7358,0.6483,3.0851,-0.7807,-1.6606,5.9573,4.3366,-2.8568,0.0303,0.7949,-0.2383,3.4918,-1.7472,-2.5024,2.0309,-4.4120,3.1822,-3.1920
coin,-0.7297,2.5912,1.7728,-1.4405,2.1816,2.3877,-1.3696,1.8693,1.2884,-0.1009,1.6194,2.2957,2.8237,0.1103,-1.4479,0.3904,-0.7969,3.0428,2.1463,1.7797,-0.9529,2.7424,1.0283,-1.1404,2.4529,-0.1146,0.3124,0.9514,0.4417,-1.6182,1.6329,3.3761,-1.2018,-0.0576,1.5937,0.4108,-0.5387,0.7934,0.9373,3.6140,-1.4329,0.8320,-0.3072,1.1764,2.4448,1.0743,0.9395,4.1772,1.5313,1.1826
coin,-3.4604,-0.0024,1.1917,-0.4008,0.6162,1.5026,1.1666,-0.4156,-0.1692,-1.3555,0.2164,0.4206,0.2084,1.2348,-0.2694,0.8078,0.1332,0.0380,0.8675,2.5742,0.9477,-0.2944,-0.4715,-1.6502,2.1898,-0.4534,0.7020,1.8221,-1.5564,-1.4368,0.8360,0.1907,-0.6311,-0.5517,2.1082,1.4427,-1.4346,1.7446,1.1706,0.6954,-1.1729,1.7627,0.1439,-0.1750,0.6785,-1.4402,-0.4688,0.7683,1.0277,-1.5943
coin,-4.4049,-4.3044,-1.2272,0.7322,0.0403,-5.1438,6.6063,-4.4499,-1.2721,-1.3066,3.2622,0.7713,0.6910,-0.0966,1.8595,-3.5289,1.6629,-3.1901,-2.5305,6.7190,2.8404,-0.3243,-1.8152,-1.3459,0.4243,-0.3617,1.1940,4.8079,-6.1140,-1.8454,6.2065,1.1638,0.4500,0.7162,-1.0756,-1.8060,-2.5021,3.3025,5.1521,1.5251,0.6943,4.7286,-1.8953,-0.6733,0.7508,-2.8811,1.4098,-1.6199,2.6726,-1.6642
coin,1.4303,-8.5234,-5.7189,3.7837,-2.0330,-9.0936,6.6956,-8.9823,-1.5147,-1.2312,3.7556,0.6517,0.6975,-0.8391,5.5951,-4.4059,1.2284,-7.5771,-5.4808,9.6572,0.8974,0.7488,-3.2819,2.3588,-4.1529,-1.2240,-0.6757,6.0991,-4.8350,-0.8160,9.2216,4.1294,2.9754,-2.6369,-5.2556,-6.6672,-0.8500,1.6631,9.6044,1.0139,-0.8948,4.3106,-5.9456,-1.4804,1.4976,-2.7469,2.7950,-1.3027,1.4167,0.5699
thule_key,8.6217,13.5238,5.9579,7.8791,-17.1596,9.0166,2.0119,3.9292,-2.2213,3.1280,-7.1432,-25.4015,-12.4574,-1.7482,11.9184,4.4133,9.3721,-0.6432,-12.1857,-26.9858,8.6295,-20.2627,-2.2052,20.1815,-1.8174,-4.5493,-14.2841,-18.0239,18.9643,18.0419,-32.2526,2.1662,-0.2912,3.8712,-11.7439,6.5740,11.5040,-20.1203,-22.1957,-13.5707,7.7600,-15.5811,4.3026,-12.0539,-16.5238,5.3255,-12.6704,-6.2732,-15.3969,6.3766
spoon,25.1055,10.6500,4.9324,15.9155,-28.1424,1.3120,3.7715,-5.7728,-3.6817,8.0681,-9.2196,-43.2428,-18.9260,-6.1213,23.4394,4.0859,14.8432,-6.5237,-27.3314,-35.7386,15.0780,-29.4038,-10.2511,37.2427,-18.0705,-8.4892,-26.0551,-25.3408,34.4562,34.7874,-43.6338,11.2193,2.2214,3.4265,-28.0317,3.2587,19.9598,-28.6430,-31.3333,-15.7011,10.3061,-19.4830,1.8983,-12.0461,-23.3463,12.1799,-15.6083,-9.0748,-27.5878,14.9964
thule_key,8.5658,12.0131,6.4413,6.8601,-13.7229,11.7276,-0.1770,3.9581,-0.3844,-1.5663,-6.6088,-24.7108,-11.1306,0.6312,11.4610,3.7027,8.1724,-1.9115,-9.3549,-24.7906,12.0028,-16.3018,-2.9942,16.4255,1.1164,-2.2877,-12.7677,-18.3589,14.9059,15.4774,-30.3351,3.1264,0.8177,3.2828,-7.9456,6.9574,11.6700,-19.1258,-22.6109,-9.9361,4.7480,-16.3682,5.7645,-10.0907,-15.1889,8.4625,-10.5963,-7.1100,-14.7619,5.7164
